#Task Selector: 5
#PID Parameters: kp: 0.05, kd: 0.04, ki: 0.01
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684259093616990 0.00 0.00 0.00 0.00 7.00 4.00 0.87 0.50 0.00 0.00 0.00 0.00
1684259093616991 0.00 0.00 0.00 0.00 7.00 4.00 1.75 1.00 -54.56 -31.16 -6.82 -3.89
1684259093633149 0.00 0.00 0.00 0.00 7.00 0.23 2.62 1.03 -54.14 -30.92 -13.59 -7.76
1684259093648419 0.00 0.00 0.00 0.00 7.00 4.00 3.50 1.53 -57.31 -1.92 -20.75 -8.00
1684259093663707 0.00 0.00 0.00 0.00 5.75 4.00 4.22 2.03 -57.22 -32.67 -27.90 -12.08
1684259093681520 0.00 0.00 0.00 0.00 7.00 1.49 5.09 2.21 -40.36 -28.05 -32.95 -15.59
1684259093696541 0.00 0.00 0.00 0.00 5.75 1.49 5.81 2.40 -58.25 -12.39 -40.23 -17.14
1684259093713610 0.00 0.00 0.00 0.00 5.75 1.49 6.53 2.59 -42.13 -10.91 -45.50 -18.50
1684259093730160 0.00 0.00 0.00 0.00 5.75 1.49 6.38 2.27 -43.45 -11.26 -50.93 -19.91
1684259093744790 0.00 0.00 0.00 0.00 7.00 2.74 6.38 2.12 10.64 21.41 -42.78 -13.34
1684259093761615 0.00 0.00 0.00 0.00 5.75 2.74 6.22 2.43 -0.01 9.31 -36.01 -8.31
1684259093778099 0.00 0.00 0.00 0.00 4.50 5.25 5.91 2.59 9.48 -19.04 -27.66 -10.45
1684259093793963 0.00 0.00 0.00 0.00 5.75 5.25 5.91 2.74 19.65 -9.87 -18.05 -7.60
1684259093809509 0.00 0.00 0.00 0.00 5.75 6.50 5.75 3.37 0.00 -10.06 -13.01 -5.35
1684259093827286 0.00 0.00 0.00 0.00 3.26 7.75 5.44 4.15 8.79 -35.22 -4.63 -8.21
1684259093844848 0.00 0.00 0.00 0.00 4.50 9.00 5.28 5.09 17.75 -44.55 2.86 -12.41
1684259093859038 0.00 0.00 0.00 0.00 4.50 10.24 5.13 6.18 11.00 -66.13 9.66 -19.27
1684259093875606 0.00 0.00 0.00 0.00 5.75 11.49 4.97 7.28 9.42 -66.05 9.51 -30.20
1684259093891482 0.00 0.00 0.00 0.00 6.99 9.00 5.13 8.06 9.85 -68.87 10.74 -39.97
1684259093907836 0.00 0.00 0.00 0.00 6.99 10.24 5.44 8.68 -9.50 -47.78 8.37 -43.57
1684259093923098 0.00 0.00 0.00 0.00 6.99 12.74 5.59 9.62 -20.39 -40.91 3.37 -47.45
1684259093942700 0.00 0.00 0.00 0.00 6.99 9.00 5.75 9.93 -7.92 -47.75 2.38 -52.16
1684259093955703 0.00 0.00 0.00 0.00 9.48 10.24 6.53 10.24 -11.96 -24.01 -0.22 -50.75
1684259093972561 0.00 0.00 0.00 0.00 9.48 11.49 7.15 10.55 -46.16 -18.49 -8.21 -47.50
1684259093989569 0.00 0.00 0.00 0.00 8.24 10.24 7.62 10.55 -36.60 -18.31 -14.16 -41.52
1684259094003982 0.00 0.00 0.00 0.00 9.49 8.99 8.08 10.24 -32.39 0.01 -19.38 -33.26
1684259094020843 0.00 0.00 0.00 0.00 9.49 8.99 8.39 10.24 -27.71 18.51 -24.08 -22.34
1684259094037999 0.00 0.00 0.00 0.00 10.73 8.99 8.86 10.09 -18.15 0.02 -25.16 -16.36
1684259094052578 0.00 0.00 0.00 0.00 11.98 7.74 9.49 9.46 -32.06 10.73 -26.62 -9.91
1684259094069474 0.00 0.00 0.00 0.00 11.98 8.99 10.11 9.46 -36.91 36.95 -30.24 0.68
1684259094086453 0.00 0.00 0.00 0.00 11.98 6.49 10.42 8.99 -36.70 0.04 -33.33 3.68
1684259094101741 0.00 0.00 0.00 0.00 13.23 5.24 10.89 8.21 -20.43 30.66 -30.12 9.83
1684259094118025 0.00 0.00 0.00 0.00 14.49 3.98 11.67 7.43 -28.79 47.98 -29.14 18.11
1684259094136275 0.00 0.00 0.00 0.00 15.74 3.98 12.45 6.80 -42.79 42.88 -30.44 23.47
1684259094150137 0.00 0.00 0.00 0.00 16.99 2.72 13.39 6.02 -56.38 45.22 -34.03 26.81
1684259094166871 0.00 0.00 0.00 0.00 17.00 1.47 14.17 5.08 -56.07 46.86 -38.77 32.66
1684259094183429 0.00 0.00 0.00 0.00 18.25 1.46 14.96 4.29 -47.29 56.82 -40.67 38.43
1684259094198682 0.00 0.00 0.00 0.00 20.77 -1.06 16.06 3.03 -51.38 51.47 -42.48 40.24
1684259094216823 0.00 0.00 0.00 0.00 19.51 -1.06 17.00 2.09 -60.57 69.28 -45.46 48.89
1684259094231986 0.00 0.00 0.00 0.00 20.77 -2.32 17.94 1.15 -62.09 62.24 -50.67 52.84
1684259094247448 0.00 0.00 0.00 0.00 20.78 -3.58 18.73 0.20 -60.97 61.12 -54.69 54.49
1684259094267069 0.00 0.00 0.00 0.00 22.04 -4.85 19.51 -0.90 -40.10 48.19 -54.35 55.15
1684259094280268 0.00 0.00 0.00 0.00 22.05 -6.11 20.15 -2.01 -59.73 83.60 -54.77 59.95
1684259094296958 0.00 0.00 0.00 0.00 23.31 -7.38 20.94 -3.11 -37.88 66.15 -52.50 62.36
1684259094312850 0.00 0.00 0.00 0.00 23.31 -7.38 21.57 -4.22 -49.69 69.58 -52.80 63.95
1684259094328545 0.00 0.00 0.00 0.00 23.31 -7.38 21.89 -5.01 -40.34 70.41 -51.42 66.32
1684259094345793 0.00 0.00 0.00 0.00 24.58 -9.91 22.52 -6.11 -18.45 45.78 -46.15 63.38
1684259094362269 0.00 0.00 0.00 0.00 25.84 -9.92 23.16 -7.06 -38.47 67.17 -43.20 64.00
1684259094380644 0.00 0.00 0.00 0.00 25.84 -9.92 23.79 -7.86 -34.49 51.67 -39.89 62.82
1684259094395896 0.00 0.00 0.00 0.00 25.85 -11.18 24.26 -8.65 -41.50 51.93 -40.07 63.29
1684259094410780 0.00 0.00 0.00 0.00 25.85 -11.18 24.74 -9.28 -31.97 53.18 -36.60 59.48
1684259094426519 0.00 0.00 0.00 0.00 25.86 -12.44 25.06 -9.91 -30.18 40.27 -35.63 56.25
1684259094443852 0.00 0.00 0.00 0.00 25.86 -12.44 25.37 -10.55 -18.33 36.53 -31.71 52.12
1684259094460195 0.00 0.00 0.00 0.00 25.86 -12.44 25.69 -11.18 -19.44 38.74 -29.10 48.16
1684259094477279 0.00 0.00 0.00 0.00 25.86 -12.44 25.85 -11.50 -18.59 37.06 -29.12 47.07
1684259094492271 0.00 0.00 0.00 0.00 25.86 -13.71 25.85 -11.97 -10.59 21.12 -25.64 41.31
1684259094507984 0.00 0.00 0.00 0.00 25.86 -12.44 25.85 -12.29 -0.13 30.15 -21.34 38.62
1684259094524647 0.00 0.00 0.00 0.00 25.86 -12.44 25.86 -12.44 -0.08 18.95 -16.16 34.50
1684259094540130 0.00 0.00 0.00 0.00 25.86 -12.44 25.86 -12.60 -0.04 10.20 -12.17 29.13
1684259094556665 0.00 0.00 0.00 0.00 25.86 -12.44 25.86 -12.60 -0.04 9.55 -8.41 25.29
1684259094572988 0.00 0.00 0.00 0.00 24.60 -12.44 25.70 -12.60 0.00 0.00 -6.11 20.72
1684259094590641 0.00 0.00 0.00 0.00 25.85 -11.18 25.70 -12.44 8.92 -0.04 -2.57 15.87
1684259094606848 0.00 0.00 0.00 0.00 24.59 -11.18 25.54 -12.29 0.04 -9.74 -0.24 10.02
1684259094621344 0.00 0.00 0.00 0.00 24.59 -11.18 25.38 -11.97 10.90 -10.94 2.45 6.02
1684259094637841 0.00 0.00 0.00 0.00 23.33 -11.17 25.07 -11.81 9.62 -19.19 3.66 -0.15
1684259094654381 0.00 0.00 0.00 0.00 24.58 -9.91 24.91 -11.49 19.07 -9.63 6.06 -3.72
1684259094670392 0.00 0.00 0.00 0.00 23.32 -8.64 24.59 -11.02 9.92 -19.77 7.30 -7.47
1684259094687507 0.00 0.00 0.00 0.00 23.32 -8.64 24.27 -10.54 18.51 -27.77 9.62 -12.14
1684259094703637 0.00 0.00 0.00 0.00 23.32 -8.64 24.11 -10.07 19.65 -29.46 12.08 -15.82
1684259094720213 0.00 0.00 0.00 0.00 23.31 -7.38 23.80 -9.59 9.62 -28.63 12.17 -19.39
1684259094735344 0.00 0.00 0.00 0.00 23.31 -7.38 23.64 -9.12 20.95 -31.41 14.78 -22.10
1684259094752932 0.00 0.00 0.00 0.00 23.31 -7.38 23.48 -8.64 9.07 -26.98 14.55 -24.11
1684259094768567 0.00 0.00 0.00 0.00 24.57 -6.12 23.63 -8.01 10.21 -30.35 14.62 -25.50
1684259094785359 0.00 0.00 0.00 0.00 23.30 -4.86 23.47 -7.38 -9.19 -37.57 11.09 -28.99
1684259094799899 0.00 0.00 0.00 0.00 23.30 -4.86 23.47 -6.91 11.04 -43.47 11.23 -31.96
1684259094817506 0.00 0.00 0.00 0.00 23.30 -4.86 23.47 -6.43 0.14 -26.89 8.94 -31.85
1684259094834307 0.00 0.00 0.00 0.00 24.56 -4.86 23.62 -5.96 0.14 -28.18 6.50 -31.68
1684259094852720 0.00 0.00 0.00 0.00 25.81 -3.61 23.93 -5.49 -8.41 -25.67 4.24 -31.31
1684259094865403 0.00 0.00 0.00 0.00 25.81 -3.61 24.25 -5.02 -24.62 -37.17 -1.45 -32.03
1684259094882797 0.00 0.00 0.00 0.00 25.81 -3.61 24.56 -4.55 -17.95 -27.11 -4.83 -32.05
1684259094898799 0.00 0.00 0.00 0.00 27.07 -3.61 24.87 -4.23 -19.51 -29.46 -8.55 -31.94
1684259094914471 0.00 0.00 0.00 0.00 27.08 -4.88 25.34 -4.24 -19.98 -20.01 -9.90 -29.74
