#Task Selector: 5
#PID Parameters: kp: 0.06, kd: 0.04, ki: 0.03
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684257882418478 0.00 0.00 0.00 0.00 -15.50 -37.31 -1.94 -4.66 0.00 0.00 0.00 0.00
1684257882418479 0.00 0.00 0.00 0.00 -14.22 -39.71 -3.71 -9.63 129.29 311.23 16.16 38.90
1684257882432705 0.00 0.00 0.00 0.00 -16.62 -43.16 -5.79 -15.02 124.92 348.91 31.78 82.52
1684257882447716 0.00 0.00 0.00 0.00 -16.59 -44.30 -7.86 -20.56 138.37 359.37 49.07 127.44
1684257882465760 0.00 0.00 0.00 0.00 -15.32 -45.47 -9.78 -26.24 114.89 306.89 63.43 165.80
1684257882480225 0.00 0.00 0.00 0.00 -16.52 -46.56 -11.84 -32.06 132.42 392.93 79.99 214.92
1684257882497390 0.00 0.00 0.00 0.00 -15.25 -47.71 -13.75 -38.03 120.28 339.06 95.02 257.30
1684257882514630 0.00 0.00 0.00 0.00 -14.03 -47.74 -15.51 -43.99 110.61 345.91 108.85 300.54
1684257882529686 0.00 0.00 0.00 0.00 -14.00 -48.84 -15.32 -45.43 116.48 396.36 123.41 350.08
1684257882544067 0.00 0.00 0.00 0.00 -11.57 -47.80 -14.99 -46.45 -13.07 100.25 105.61 323.71
1684257882561837 0.00 0.00 0.00 0.00 -9.11 -47.85 -14.05 -47.03 -18.60 56.93 87.67 287.21
1684257882577990 0.00 0.00 0.00 0.00 -9.11 -47.85 -13.11 -47.48 -58.09 36.35 63.12 246.84
1684257882594757 0.00 0.00 0.00 0.00 -7.88 -47.88 -12.18 -47.78 -55.73 26.49 41.79 211.79
1684257882610898 0.00 0.00 0.00 0.00 -5.41 -47.91 -10.79 -47.95 -57.67 18.65 18.03 165.00
1684257882627845 0.00 0.00 0.00 0.00 -5.37 -50.13 -9.56 -48.25 -81.94 10.01 -7.25 123.87
1684257882643053 0.00 0.00 0.00 0.00 -2.91 -50.16 -8.17 -48.55 -81.24 19.92 -31.23 83.12
1684257882658652 0.00 0.00 0.00 0.00 -2.91 -50.16 -6.78 -48.72 -89.13 19.40 -56.93 36.00
1684257882676213 0.00 0.00 0.00 0.00 -0.44 -50.18 -5.39 -49.02 -78.93 9.37 -65.17 24.64
1684257882692015 0.00 0.00 0.00 0.00 0.79 -49.09 -4.15 -49.17 -88.08 18.84 -73.85 19.88
1684257882708587 0.00 0.00 0.00 0.00 3.26 -49.09 -2.61 -49.33 -74.67 9.29 -75.92 16.50
1684257882724871 0.00 0.00 0.00 0.00 5.74 -46.84 -0.90 -49.20 -94.98 9.51 -80.83 14.37
1684257882740363 0.00 0.00 0.00 0.00 8.23 -45.69 0.80 -48.92 -109.91 -8.33 -87.36 11.00
1684257882757164 0.00 0.00 0.00 0.00 9.49 -43.37 2.66 -48.07 -101.48 -16.52 -89.80 7.69
1684257882773911 0.00 0.00 0.00 0.00 10.74 -43.37 4.36 -47.22 -110.93 -50.42 -93.51 -1.11
1684257882789671 0.00 0.00 0.00 0.00 13.24 -42.18 6.38 -46.23 -108.22 -53.89 -95.90 -10.27
1684257882805460 0.00 0.00 0.00 0.00 14.52 -38.61 8.25 -44.78 -127.83 -63.21 -102.01 -19.34
1684257882822390 0.00 0.00 0.00 0.00 18.29 -36.17 10.44 -43.17 -110.43 -85.47 -104.81 -32.38
1684257882838467 0.00 0.00 0.00 0.00 19.55 -34.94 12.47 -41.40 -136.05 -100.45 -112.48 -46.10
1684257882854000 0.00 0.00 0.00 0.00 19.56 -33.72 14.20 -39.76 -131.04 -113.87 -116.99 -61.52
1684257882870619 0.00 0.00 0.00 0.00 22.09 -30.02 15.93 -37.80 -103.89 -98.68 -116.24 -72.81
1684257882888765 0.00 0.00 0.00 0.00 23.35 -27.53 17.66 -35.82 -95.42 -107.99 -115.48 -84.25
1684257882903065 0.00 0.00 0.00 0.00 25.87 -25.03 19.56 -33.52 -121.15 -138.50 -116.76 -95.26
1684257882920160 0.00 0.00 0.00 0.00 23.36 -23.78 20.82 -31.22 -110.65 -134.09 -117.06 -105.28
1684257882937943 0.00 0.00 0.00 0.00 24.62 -20.01 22.08 -28.90 -71.15 -129.31 -109.97 -113.55
1684257882951983 0.00 0.00 0.00 0.00 25.87 -18.75 23.03 -26.72 -89.93 -165.56 -107.41 -123.56
1684257882968245 0.00 0.00 0.00 0.00 25.87 -16.23 23.82 -24.39 -58.32 -133.84 -97.70 -127.73
1684257882987926 0.00 0.00 0.00 0.00 28.38 -13.72 24.93 -21.88 -40.15 -118.83 -86.33 -128.35
