#Task Selector: 5
#PID Parameters: kp: 0.06, kd: 0.04, ki: 0.02
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684257752636277 0.00 0.00 0.00 0.00 -0.48 2.74 -0.06 0.34 0.00 0.00 0.00 0.00
1684257752636278 0.00 0.00 0.00 0.00 -0.48 2.74 -0.12 0.69 3.44 -19.45 0.43 -2.43
1684257752650755 0.00 0.00 0.00 0.00 -1.73 2.74 -0.34 1.03 4.18 -23.67 0.95 -5.39
1684257752666375 0.00 0.00 0.00 0.00 0.76 2.74 -0.24 1.37 13.86 -21.93 2.68 -8.13
1684257752683683 0.00 0.00 0.00 0.00 2.01 4.00 0.01 1.87 -5.51 -19.81 2.00 -10.61
1684257752699264 0.00 0.00 0.00 0.00 0.76 4.00 0.10 2.37 -16.13 -32.06 -0.02 -14.62
1684257752716231 0.00 0.00 0.00 0.00 -0.48 2.74 0.04 2.71 -5.63 -29.44 -0.73 -18.30
1684257752732810 0.00 0.00 0.00 0.00 3.26 4.00 0.45 3.21 3.65 -20.67 -0.27 -20.88
1684257752749063 0.00 0.00 0.00 0.00 2.01 4.00 0.76 3.37 -25.06 -30.74 -3.40 -24.72
1684257752764294 0.00 0.00 0.00 0.00 2.01 4.00 1.08 3.53 -20.48 -10.30 -6.39 -23.58
1684257752780517 0.00 0.00 0.00 0.00 2.01 2.74 1.54 3.53 -19.23 -9.67 -9.32 -21.83
1684257752797390 0.00 0.00 0.00 0.00 2.01 2.74 1.70 3.53 -27.73 -0.03 -14.51 -19.09
1684257752813212 0.00 0.00 0.00 0.00 3.26 2.74 1.85 3.37 -9.85 -0.01 -15.06 -16.62
1684257752829341 0.00 0.00 0.00 0.00 3.26 2.74 2.17 3.21 -9.66 9.70 -14.25 -11.39
1684257752846016 0.00 0.00 0.00 0.00 4.50 1.49 2.79 3.06 -18.69 9.38 -15.88 -6.54
