#Task Selector: 5
#PID Parameters: kp: 0.03, kd: 0.04, ki: 0.02
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684258697416932 0.00 0.00 0.00 0.00 0.77 7.75 0.10 0.97 0.00 0.00 0.00 0.00
1684258697416933 0.00 0.00 0.00 0.00 0.77 7.75 0.19 1.94 -5.67 -57.27 -0.71 -7.16
1684258697433463 0.00 0.00 0.00 0.00 0.77 7.75 0.29 2.91 -5.80 -58.59 -1.43 -14.48
1684258697451561 0.00 0.00 0.00 0.00 0.77 7.75 0.38 3.87 -5.30 -53.51 -2.10 -21.17
1684258697466700 0.00 0.00 0.00 0.00 2.01 6.50 0.64 4.69 -6.34 -63.97 -2.89 -29.17
1684258697481810 0.00 0.00 0.00 0.00 2.01 7.75 0.89 5.65 -16.65 -53.76 -4.97 -35.89
1684258697498739 0.00 0.00 0.00 0.00 2.01 7.75 1.14 6.62 -14.86 -57.21 -6.83 -43.04
1684258697514400 0.00 0.00 0.00 0.00 0.77 7.75 1.23 7.59 -16.07 -61.84 -8.84 -50.77
1684258697530484 0.00 0.00 0.00 0.00 3.26 7.75 1.55 7.59 -5.96 -60.21 -9.58 -58.29
1684258697546916 0.00 0.00 0.00 0.00 2.01 7.75 1.70 7.59 -18.95 -0.01 -11.24 -51.14
1684258697563596 0.00 0.00 0.00 0.00 0.77 6.50 1.70 7.44 -9.33 -0.01 -11.68 -43.81
1684258697581048 0.00 0.00 0.00 0.00 0.77 7.75 1.70 7.44 0.01 8.95 -11.02 -36.01
1684258697596142 0.00 0.00 0.00 0.00 0.77 6.50 1.55 7.44 0.00 -0.00 -10.23 -28.01
1684258697611792 0.00 0.00 0.00 0.00 2.01 7.75 1.55 7.44 9.95 0.01 -6.90 -21.29
1684258697628425 0.00 0.00 0.00 0.00 2.01 9.00 1.55 7.59 0.00 0.00 -5.04 -14.14
1684258697645198 0.00 0.00 0.00 0.00 2.01 7.75 1.70 7.59 -0.00 -9.30 -3.04 -7.57
1684258697660742 0.00 0.00 0.00 0.00 2.01 7.75 1.55 7.59 -10.02 -0.01 -3.54 -0.05
1684258697683260 0.00 0.00 0.00 0.00 3.26 7.75 1.70 7.59 6.91 0.00 -0.31 -0.04
1684258697695453 0.00 0.00 0.00 0.00 3.26 6.50 2.01 7.59 -12.77 -0.00 -0.74 -0.04
1684258697710251 0.00 0.00 0.00 0.00 2.01 6.50 2.17 7.44 -21.05 -0.01 -3.37 -1.16
1684258697727183 0.00 0.00 0.00 0.00 0.77 5.25 2.17 7.28 -9.19 9.22 -4.52 -0.01
1684258697741934 0.00 0.00 0.00 0.00 0.76 4.00 2.01 6.81 0.01 10.60 -5.76 1.31
1684258697758528 0.00 0.00 0.00 0.00 -0.48 2.74 1.70 6.03 9.41 28.26 -4.59 4.84
1684258697775258 0.00 0.00 0.00 0.00 -1.73 3.99 1.23 5.56 18.66 46.73 -2.25 11.85
1684258697791838 0.00 0.00 0.00 0.00 -2.98 3.99 0.61 5.09 28.22 28.31 2.53 15.39
1684258697809386 0.00 0.00 0.00 0.00 -2.98 1.48 -0.17 4.31 35.55 26.76 6.10 18.73
