#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 5
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1683889212842735 0.00 0.00 0.00 0.00 -68.12 81.64 -13.62 2.70 0.00 0.00 0.00 0.00
1683889212900573 0.00 0.00 0.00 0.00 -68.12 81.64 -27.25 5.41 235.67 -46.76 47.13 37.78
1683889213232097 0.00 0.00 0.00 0.00 -39.75 21.12 -35.20 1.68 283.07 -56.16 103.75 83.16
1683889213293059 0.00 0.00 0.00 0.00 -34.79 12.22 -42.16 -2.83 130.48 61.17 129.84 121.49
1683889213354758 0.00 0.00 0.00 0.00 -33.70 7.20 -48.90 -8.14 112.84 73.19 152.41 158.70
1683889213441108 0.00 0.00 0.00 0.00 -24.74 11.11 -40.22 -13.56 78.08 61.41 168.03 186.60
1683889213535693 0.00 0.00 0.00 0.00 -31.20 12.22 -32.84 -20.07 -91.76 57.42 102.54 141.95
1683889213591015 0.00 0.00 0.00 0.00 -31.18 7.18 -31.12 -21.14 -133.53 117.56 19.22 93.37
1683889213651750 0.00 0.00 0.00 0.00 -19.71 7.13 -28.11 -19.14 -28.23 17.67 -12.52 52.93
1683889213715922 0.00 0.00 0.00 0.00 -16.13 6.03 -24.59 -15.86 -47.15 -31.22 -44.52 0.05
1683889213793865 0.00 0.00 0.00 0.00 -9.70 6.01 -21.58 -13.87 -45.12 -42.14 -69.16 -45.30
1683889213821010 0.00 0.00 0.00 0.00 -16.13 6.03 -18.57 -12.09 -110.93 -73.34 -72.99 -75.28
1683889213903301 0.00 0.00 0.00 0.00 -8.27 4.57 -13.99 -8.03 -36.66 -21.63 -53.62 -83.75
1683889213921595 0.00 0.00 0.00 0.00 -7.20 2.06 -11.49 -6.54 -250.97 -222.38 -98.17 -176.31
1683889213978271 0.00 0.00 0.00 0.00 -5.78 4.57 -9.42 -4.77 -44.15 -26.26 -97.57 -174.71
1683889214027669 0.00 0.00 0.00 0.00 -9.71 11.06 -9.42 -3.76 -41.91 -35.99 -96.92 -172.84
1683889214043952 0.00 0.00 0.00 0.00 -10.77 6.02 -8.35 -2.69 0.12 -61.91 -74.71 -148.35
1683889214063429 0.00 0.00 0.00 0.00 -12.21 12.14 -9.14 -1.97 -55.03 -54.86 -78.39 -158.67
1683889214121585 0.00 0.00 0.00 0.00 -16.14 11.08 -10.92 -1.95 13.56 -12.48 -25.48 -63.78
1683889214161934 0.00 0.00 0.00 0.00 -19.72 11.09 -13.71 -3.44 44.34 -0.36 -7.78 -40.90
1683889214237135 0.00 0.00 0.00 0.00 -22.25 14.70 -16.22 -5.21 37.10 19.76 8.02 -13.95
1683889214293343 0.00 0.00 0.00 0.00 -28.70 16.16 -19.81 -6.77 44.62 31.64 16.92 13.66
1683889214308857 0.00 0.00 0.00 0.00 -33.72 14.73 -24.11 -10.56 231.62 100.60 74.25 102.08
1683889214358127 0.00 0.00 0.00 0.00 -37.28 19.72 -28.33 -13.05 87.35 76.84 89.01 134.70
1683889214406473 0.00 0.00 0.00 0.00 -44.67 22.10 -33.32 -15.84 87.49 51.70 97.63 153.74
1683889214458650 0.00 0.00 0.00 0.00 -48.30 28.20 -38.53 -18.35 95.71 53.48 109.36 172.21
1683889214524329 0.00 0.00 0.00 0.00 -55.31 28.85 -43.86 -21.14 79.38 38.27 116.31 180.49
1683889214556833 0.00 0.00 0.00 0.00 -62.11 28.37 -49.53 -24.09 163.92 85.73 102.77 163.97
1683889214607107 0.00 0.00 0.00 0.00 -65.76 34.60 -55.23 -26.81 113.02 58.74 107.90 165.49
1683889214690377 0.00 0.00 0.00 0.00 -69.29 38.26 -60.16 -28.50 73.47 35.09 105.10 159.36
1683889214705695 0.00 0.00 0.00 0.00 -74.56 40.44 -65.41 -31.31 322.32 110.72 150.42 216.13
1683889214752721 0.00 0.00 0.00 0.00 -79.78 44.77 -70.30 -33.01 111.79 59.69 156.90 226.90
1683889214810962 0.00 0.00 0.00 0.00 -88.74 44.98 -75.63 -35.02 84.08 29.36 140.93 199.66
1683889214856835 0.00 0.00 0.00 0.00 -85.54 53.65 -79.58 -35.16 116.18 43.72 141.57 197.28
1683889214905228 0.00 0.00 0.00 0.00 -90.12 62.63 -83.75 -34.45 81.78 3.00 143.23 192.53
1683889214944844 0.00 0.00 0.00 0.00 -99.18 36.59 -88.67 -40.15 105.21 -17.91 99.81 123.38
1683889214994588 0.00 0.00 0.00 0.00 -98.12 38.79 -92.34 -45.01 99.04 114.52 97.26 131.80
1683889215052286 0.00 0.00 0.00 0.00 -88.59 39.77 -92.31 -46.03 63.61 84.37 93.16 138.70
