#Task Selector: 4
#PID Parameters: kp: 0.02, kd: 0.00, ki: 0.00
#n_pos: 5
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1683887712161790 0.00 0.00 0.00 0.00 -12.20 6.02 -2.44 -1.24 0.00 0.00 0.00 0.00
1683887712234248 0.00 0.00 0.00 0.00 -4.71 8.53 -3.38 -0.47 33.68 17.06 6.74 10.15
1683887712283645 0.00 0.00 0.00 0.00 -0.79 7.09 -3.54 0.79 19.10 -15.46 10.56 10.88
1683887712362971 0.00 0.00 0.00 0.00 -3.29 8.53 -4.20 1.84 2.00 -15.89 10.96 8.10
1683887712391649 0.00 0.00 0.00 0.00 -4.71 8.53 -5.14 2.60 22.95 -36.60 15.55 5.37
1683887712451589 0.00 0.00 0.00 0.00 -2.22 7.09 -3.14 4.81 15.73 -12.74 18.69 5.97
1683887712505947 0.00 0.00 0.00 0.00 -5.78 6.01 -3.36 4.09 -36.74 -40.68 4.61 -19.66
1683887712523753 0.00 0.00 0.00 0.00 -4.71 7.09 -4.14 3.31 12.02 40.36 3.19 -9.92
1683887712589879 0.00 0.00 0.00 0.00 -5.78 6.01 -4.64 2.30 11.86 11.87 5.16 -2.39
1683887712621049 0.00 0.00 0.00 0.00 -0.78 14.66 -3.86 4.32 17.18 34.53 4.01 10.68
1683887712681498 0.00 0.00 0.00 0.00 0.28 6.01 -3.36 4.60 -13.01 -33.31 -1.74 0.82
1683887712715634 0.00 0.00 0.00 0.00 0.28 9.61 -2.14 6.53 -14.62 -8.31 2.69 11.72
1683887712783705 0.00 0.00 0.00 0.00 5.29 14.67 -0.14 10.05 -17.82 -28.41 -3.28 -8.01
1683887712829724 0.00 0.00 0.00 0.00 2.80 19.72 1.57 14.51 -43.56 -76.57 -14.37 -36.78
1683887712863431 0.00 0.00 0.00 0.00 7.81 22.25 3.29 17.75 -50.96 -132.38 -27.99 -83.79
1683887712910121 0.00 0.00 0.00 0.00 14.26 24.76 6.09 24.29 -36.86 -69.37 -32.76 -95.77
1683887713004177 0.00 0.00 0.00 0.00 15.33 27.24 9.10 30.83 -29.75 -69.62 -35.79 -111.06
1683887713029254 0.00 0.00 0.00 0.00 17.82 28.64 11.60 36.13 -120.16 -260.97 -56.26 -178.04
1683887713056711 0.00 0.00 0.00 0.00 10.32 26.19 13.11 38.92 -91.35 -193.25 -65.82 -210.94
1683887713135083 0.00 0.00 0.00 0.00 15.33 26.18 14.61 41.21 -19.21 -35.72 -59.47 -185.25
1683887713156072 0.00 0.00 0.00 0.00 20.34 24.74 15.83 42.43 -71.83 -109.40 -66.46 -200.25
1683887713190710 0.00 0.00 0.00 0.00 19.25 27.22 16.61 43.21 -35.13 -35.04 -67.54 -194.42
1683887713300861 0.00 0.00 0.00 0.00 14.25 27.25 15.90 42.21 -7.13 -7.10 -44.93 -121.03
1683887713376380 0.00 0.00 0.00 0.00 15.33 27.24 16.90 43.43 9.44 13.15 -24.77 -59.60
