#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 -2.21 12.13 -0.22 0.99 0.00 0.00 0.00 0.00
1683889965830998 0.00 0.00 0.00 0.00 -3.29 4.57 -0.55 1.12 3.39 -15.17 0.34 -1.18
1683889965890109 0.00 0.00 0.00 0.00 -2.22 11.05 -0.77 2.00 5.56 -2.17 0.90 -0.84
1683889965934273 0.00 0.00 0.00 0.00 -0.79 11.05 -0.85 3.03 5.02 -20.02 1.40 -2.34
1683889965981263 0.00 0.00 0.00 0.00 -3.29 11.05 -1.18 3.81 1.68 -21.86 1.56 -4.36
1683889966014653 0.00 0.00 0.00 0.00 -4.71 4.57 -1.65 3.79 9.85 -23.28 2.55 -5.70
1683889966084368 0.00 0.00 0.00 0.00 -8.27 3.50 -2.48 3.32 6.76 0.20 3.23 -5.00
1683889966108306 0.00 0.00 0.00 0.00 -4.71 12.13 -2.95 4.06 34.60 19.97 6.69 0.45
1683889966177357 0.00 0.00 0.00 0.00 -5.78 4.57 -3.53 3.94 6.83 -10.75 7.37 0.06
1683889966218927 0.00 0.00 0.00 0.00 -2.21 12.13 -3.75 4.93 13.92 2.91 8.76 1.74
1683889966286630 0.00 0.00 0.00 0.00 -0.79 12.14 -3.61 5.07 3.27 -14.66 9.09 0.61
1683889966305207 0.00 0.00 0.00 0.00 -3.29 3.49 -3.61 4.96 -7.70 -7.71 7.98 0.24
1683889966364194 0.00 0.00 0.00 0.00 -8.27 4.57 -4.21 3.71 0.00 1.83 7.42 0.09
1683889966412371 0.00 0.00 0.00 0.00 -5.78 4.57 -4.71 2.56 12.58 26.04 8.18 5.45
1683889966469293 0.00 0.00 0.00 0.00 -2.22 11.05 -4.60 2.67 8.78 20.17 8.89 10.36
1683889966509256 0.00 0.00 0.00 0.00 -4.71 4.57 -4.60 2.67 -2.68 -2.68 7.64 11.17
1683889966556872 0.00 0.00 0.00 0.00 -4.71 6.01 -4.25 3.28 0.00 0.00 6.96 10.47
