#Task Selector: 4
#PID Parameters: kp: 0.02, kd: 0.00, ki: 0.00
#n_pos: 5
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 -28.61 33.50 -5.72 0.98 0.00 0.00 0.00 0.00
1683887578280012 0.00 0.00 0.00 0.00 -29.67 33.48 -11.66 1.74 113.28 -19.36 22.66 18.78
1683887578349621 0.00 0.00 0.00 0.00 -32.17 32.06 -18.09 1.72 85.29 -10.95 39.71 33.65
1683887578397744 0.00 0.00 0.00 0.00 -31.09 33.46 -24.31 2.19 133.79 0.45 66.47 60.50
1683887578440294 0.00 0.00 0.00 0.00 -28.59 34.53 -30.03 3.38 146.22 -11.16 95.71 87.51
1683887578493592 0.00 0.00 0.00 0.00 -28.59 34.53 -30.02 3.59 107.60 -22.35 117.23 104.56
1683887578549811 0.00 0.00 0.00 0.00 -28.57 35.90 -29.80 4.29 -0.06 -3.73 94.57 85.02
1683887578573161 0.00 0.00 0.00 0.00 -29.60 36.90 -29.29 5.78 -9.47 -30.20 75.62 62.22
1683887578632230 0.00 0.00 0.00 0.00 -29.63 35.88 -29.00 6.55 -8.69 -25.07 47.12 28.62
1683887578670065 0.00 0.00 0.00 0.00 -31.09 33.46 -29.50 5.84 -7.72 -20.53 16.33 -4.05
1683887578719133 0.00 0.00 0.00 0.00 -28.64 31.07 -29.51 5.14 10.17 14.55 -3.15 -16.15
1683887578766952 0.00 0.00 0.00 0.00 -26.15 31.10 -29.02 4.66 0.21 14.69 -3.10 -12.41
1683887578815754 0.00 0.00 0.00 0.00 -27.24 29.69 -28.55 3.69 -9.89 9.79 -3.19 -4.50
1683887578869856 0.00 0.00 0.00 0.00 -26.17 29.70 -27.86 3.15 -8.76 17.91 -3.20 4.08
1683887578920959 0.00 0.00 0.00 0.00 -26.18 28.64 -26.88 3.16 -13.55 10.67 -4.37 9.16
1683887578979871 0.00 0.00 0.00 0.00 -26.18 27.23 -26.38 2.89 -16.68 -0.32 -9.73 0.81
1683887579017080 0.00 0.00 0.00 0.00 -23.68 27.24 -25.89 2.61 -13.23 7.44 -12.42 -3.33
1683887579058535 0.00 0.00 0.00 0.00 -22.24 29.72 -24.89 3.62 -11.93 6.70 -12.83 -4.35
1683887579108077 0.00 0.00 0.00 0.00 -21.18 28.67 -23.89 4.41 -20.17 -20.31 -15.11 -14.28
1683887579156987 0.00 0.00 0.00 0.00 -18.68 26.19 -22.39 5.42 -20.42 -16.21 -16.49 -21.03
1683887579210523 0.00 0.00 0.00 0.00 -16.17 23.68 -20.39 6.71 -28.02 -18.84 -18.75 -27.00
1683887579259875 0.00 0.00 0.00 0.00 -13.31 22.24 -18.32 7.78 -40.59 -26.21 -24.23 -39.20
1683887579331664 0.00 0.00 0.00 0.00 -9.73 22.24 -15.81 8.79 -28.92 -14.99 -27.62 -46.93
