#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 5
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1683889287242719 0.00 0.00 0.00 0.00 -5.79 21.16 -1.16 3.07 0.00 0.00 0.00 0.00
1683889287297373 0.00 0.00 0.00 0.00 1.73 19.72 -0.81 7.36 21.20 -56.27 4.24 -7.01
1683889287368982 0.00 0.00 0.00 0.00 1.72 13.58 -0.47 10.42 -4.82 -59.92 3.27 -19.96
1683889287416949 0.00 0.00 0.00 0.00 -2.21 13.58 -0.91 12.70 -7.16 -63.83 1.84 -34.16
1683889287452667 0.00 0.00 0.00 0.00 2.79 13.58 -0.35 15.97 12.41 -63.69 4.32 -44.42
1683889287510080 0.00 0.00 0.00 0.00 1.72 14.67 1.15 16.17 -9.72 -57.06 2.38 -57.77
1683889287564166 0.00 0.00 0.00 0.00 0.29 14.66 0.86 14.87 -27.77 -3.75 -7.41 -57.06
1683889287654172 0.00 0.00 0.00 0.00 2.79 13.58 1.07 15.09 3.19 14.43 -5.81 -40.59
1683889287679773 0.00 0.00 0.00 0.00 5.29 13.59 2.57 16.59 -8.38 -8.40 -6.05 -29.75
1683889287697925 0.00 0.00 0.00 0.00 4.22 14.67 2.86 17.10 -82.80 -82.94 -25.10 -52.64
1683889287747436 0.00 0.00 0.00 0.00 5.29 13.59 3.58 17.60 -5.79 -10.18 -24.31 -42.48
1683889287814862 0.00 0.00 0.00 0.00 5.29 14.67 4.58 18.60 -10.60 -7.41 -20.88 -39.78
1683889287840286 0.00 0.00 0.00 0.00 -0.78 14.66 3.86 18.10 -39.43 -39.51 -29.40 -59.09
1683889287917955 0.00 0.00 0.00 0.00 -0.78 22.24 2.65 18.62 9.20 6.43 -25.88 -52.61
1683889287935586 0.00 0.00 0.00 0.00 -3.28 22.24 1.15 18.63 69.00 -29.33 4.48 -11.52
1683889288001828 0.00 0.00 0.00 0.00 -7.22 23.68 -1.35 18.14 22.67 -0.19 10.17 -3.83
1683889288032565 0.00 0.00 0.00 0.00 -8.30 24.76 -4.07 17.44 81.52 15.80 28.59 19.23
1683889288099257 0.00 0.00 0.00 0.00 -16.17 27.26 -7.15 16.88 40.78 10.52 44.64 45.28
1683889288151219 0.00 0.00 0.00 0.00 -18.67 28.68 -10.73 14.59 59.27 10.75 54.65 56.16
1683889288188915 0.00 0.00 0.00 0.00 -23.67 29.72 -14.81 12.01 95.02 60.85 59.85 79.40
1683889288251218 0.00 0.00 0.00 0.00 -27.21 32.13 -18.81 9.70 65.48 41.47 68.41 96.29
1683889288273084 0.00 0.00 0.00 0.00 -34.61 33.38 -24.07 6.17 183.06 105.63 88.72 134.57
1683889288358227 0.00 0.00 0.00 0.00 -39.50 33.25 -28.73 2.70 61.83 41.56 92.93 144.98
1683889288415643 0.00 0.00 0.00 0.00 -43.16 36.44 -33.63 -0.64 81.32 60.43 97.34 159.33
1683889288476781 0.00 0.00 0.00 0.00 -53.42 37.08 -39.58 -5.12 80.13 54.72 94.36 155.12
1683889288509328 0.00 0.00 0.00 0.00 -58.95 38.73 -45.93 -10.15 183.13 137.80 117.89 197.92
1683889288532629 0.00 0.00 0.00 0.00 -64.93 40.93 -51.99 -14.71 273.16 216.41 135.91 238.10
1683889288603774 0.00 0.00 0.00 0.00 -69.30 43.32 -57.95 -18.65 85.29 64.06 140.60 247.29
1683889288650621 0.00 0.00 0.00 0.00 -79.45 38.36 -65.21 -25.53 127.32 84.30 149.81 261.26
1683889288666624 0.00 0.00 0.00 0.00 -83.68 33.65 -71.26 -32.26 454.49 430.42 224.68 411.27
1683889288713101 0.00 0.00 0.00 0.00 -85.88 41.49 -76.65 -37.10 130.27 145.03 214.11 402.15
1683889288767097 0.00 0.00 0.00 0.00 -90.52 40.20 -81.77 -42.36 99.80 89.58 179.44 342.11
1683889288830292 0.00 0.00 0.00 0.00 -91.19 37.31 -86.14 -47.94 81.03 83.35 178.58 345.12
1683889288866556 0.00 0.00 0.00 0.00 -91.36 36.51 -88.52 -50.69 120.81 153.98 177.28 357.75
1683889288934641 0.00 0.00 0.00 0.00 -92.25 38.73 -90.24 -51.39 35.01 40.45 93.38 195.86
1683889288956292 0.00 0.00 0.00 0.00 -89.01 40.63 -90.86 -52.19 79.31 32.32 83.19 163.13
1683889289034841 0.00 0.00 0.00 0.00 -82.92 37.60 -89.35 -51.19 7.97 10.14 64.83 128.87
1683889289058148 0.00 0.00 0.00 0.00 -74.81 26.08 -86.07 -50.16 -65.25 -42.93 35.57 74.36
1683889289143593 0.00 0.00 0.00 0.00 -70.99 24.32 -82.00 -48.52 -38.34 -12.04 3.74 9.33
1683889289165728 0.00 0.00 0.00 0.00 -62.65 20.39 -76.08 -46.27 -184.43 -74.03 -40.15 -57.46
1683889289198869 0.00 0.00 0.00 0.00 -46.23 9.70 -67.52 -43.90 -178.76 -67.97 -91.76 -129.13
1683889289262201 0.00 0.00 0.00 0.00 -36.22 7.20 -58.18 -40.64 -135.18 -37.44 -120.39 -167.28
1683889289300257 0.00 0.00 0.00 0.00 -16.14 9.63 -46.45 -32.20 -245.73 -85.81 -156.49 -211.95
1683889289358349 0.00 0.00 0.00 0.00 6.67 -1.50 -30.91 -21.83 -202.19 -145.52 -189.26 -271.41
