#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 11.99 1.48 1.20 0.15 0.00 0.00 0.00 0.00
1683890955564788 0.00 0.00 0.00 0.00 12.00 0.23 2.40 0.17 -23.10 -2.85 -2.31 -0.29
1683890955614275 0.00 0.00 0.00 0.00 12.00 -1.03 3.60 0.07 -24.26 -0.46 -4.74 -0.33
1683890955661882 0.00 0.00 0.00 0.00 13.23 8.99 4.92 0.97 -25.22 2.17 -7.26 -0.11
1683890955710753 0.00 0.00 0.00 0.00 10.75 0.23 6.00 0.99 -27.08 -18.40 -9.97 -1.95
1683890955760475 0.00 0.00 0.00 0.00 12.00 -1.03 7.20 0.89 -21.62 -0.46 -12.13 -2.00
1683890955827283 0.00 0.00 0.00 0.00 11.99 1.48 8.40 1.03 -17.97 1.54 -13.93 -1.85
1683890955866015 0.00 0.00 0.00 0.00 12.00 -1.03 9.60 0.93 -30.98 -3.83 -17.02 -2.23
1683890955924091 0.00 0.00 0.00 0.00 12.00 0.23 10.80 0.95 -20.67 1.78 -19.09 -2.05
1683890955955978 0.00 0.00 0.00 0.00 13.25 0.22 12.12 0.98 -37.77 -0.71 -22.87 -2.12
1683890956019624 0.00 0.00 0.00 0.00 12.00 0.23 12.12 0.85 -20.82 -0.35 -24.95 -2.16
1683890956081975 0.00 0.00 0.00 0.00 10.73 8.99 11.99 1.73 -0.00 2.01 -22.64 -1.67
1683890956116973 0.00 0.00 0.00 0.00 10.76 -3.55 11.87 1.48 3.62 -25.07 -19.85 -4.13
1683890956148307 0.00 0.00 0.00 0.00 9.52 -12.39 11.50 -0.66 3.98 8.03 -16.93 -3.55
1683890956253397 0.00 0.00 0.00 0.00 8.28 -22.52 11.25 -2.94 3.53 20.35 -13.87 0.33
1683890956285338 0.00 0.00 0.00 0.00 7.01 -38.64 10.75 -6.70 7.74 71.30 -10.94 7.51
1683890956314290 0.00 0.00 0.00 0.00 8.20 -51.28 10.37 -11.97 17.25 130.02 -7.41 20.35
1683890956345506 0.00 0.00 0.00 0.00 10.47 -62.39 10.22 -18.11 12.18 169.15 -3.10 37.65
1683890956416903 0.00 0.00 0.00 0.00 6.89 -61.49 9.71 -24.28 2.15 85.99 -0.82 46.07
1683890956456348 0.00 0.00 0.00 0.00 9.05 -72.72 9.29 -31.58 12.97 156.74 4.26 61.82
1683890956491805 0.00 0.00 0.00 0.00 10.12 -74.99 9.10 -39.10 11.84 205.92 7.52 82.44
1683890956551358 0.00 0.00 0.00 0.00 6.73 -75.05 8.70 -47.50 3.15 126.36 7.84 94.88
1683890956618659 0.00 0.00 0.00 0.00 11.25 -74.97 8.75 -54.64 5.95 124.93 8.07 109.88
1683890956642284 0.00 0.00 0.00 0.00 8.95 -76.49 8.69 -61.05 -2.12 303.14 7.46 139.39
1683890956707741 0.00 0.00 0.00 0.00 70.03 -81.57 14.87 -66.96 0.87 97.98 7.20 147.15
1683890956746133 0.00 0.00 0.00 0.00 5.58 -76.53 14.73 -70.75 -161.06 154.02 -9.68 155.42
1683890956792924 0.00 0.00 0.00 0.00 8.99 -75.02 14.81 -73.12 3.06 81.02 -11.10 150.52
1683890956844946 0.00 0.00 0.00 0.00 6.74 -74.29 14.43 -74.31 -1.53 45.66 -12.47 138.18
1683890956932297 0.00 0.00 0.00 0.00 6.74 -74.29 14.42 -75.59 4.27 13.63 -12.26 130.94
1683890956953094 0.00 0.00 0.00 0.00 13.88 -66.83 14.90 -75.00 0.73 61.68 -13.48 121.43
1683890957008159 0.00 0.00 0.00 0.00 15.31 -60.38 15.42 -73.54 -8.78 -10.71 -15.55 99.77
1683890957048814 0.00 0.00 0.00 0.00 10.58 -56.52 15.81 -71.69 -12.88 -36.28 -17.15 83.51
1683890957091286 0.00 0.00 0.00 0.00 11.97 -44.52 15.88 -68.64 -9.09 -43.68 -18.65 66.65
1683890957128848 0.00 0.00 0.00 0.00 19.59 -27.54 16.94 -63.75 -1.91 -81.18 -18.63 28.21
1683890957181547 0.00 0.00 0.00 0.00 23.33 -9.91 12.27 -56.58 -20.19 -92.94 -20.74 9.12
1683890957233632 0.00 0.00 0.00 0.00 24.48 13.96 14.16 -47.53 89.77 -137.75 4.35 -20.06
