#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1683890061936031 0.00 0.00 0.00 0.00 15.80 -14.94 1.58 -1.49 0.00 0.00 0.00 0.00
1683890062000621 0.00 0.00 0.00 0.00 12.03 -11.13 2.78 -2.61 -24.48 23.13 -2.45 2.31
1683890062057654 0.00 0.00 0.00 0.00 14.54 -11.13 4.24 -3.72 -21.10 19.52 -4.56 4.27
1683890062099174 0.00 0.00 0.00 0.00 12.03 -11.13 5.44 -4.83 -35.03 26.83 -8.06 6.95
1683890062138302 0.00 0.00 0.00 0.00 12.03 -12.39 6.64 -6.07 -30.76 28.46 -11.14 9.79
1683890062197708 0.00 0.00 0.00 0.00 15.73 6.48 8.21 -5.42 -20.26 20.87 -13.16 11.88
1683890062244338 0.00 0.00 0.00 0.00 17.05 -11.14 9.92 -6.54 -33.76 -13.91 -16.54 10.49
1683890062287809 0.00 0.00 0.00 0.00 18.23 7.73 11.74 -5.77 -39.24 25.65 -20.46 13.06
1683890062332056 0.00 0.00 0.00 0.00 14.50 0.22 13.19 -5.74 -41.22 -17.48 -24.58 11.31
1683890062381141 0.00 0.00 0.00 0.00 15.74 1.47 14.77 -5.60 -29.59 -0.45 -27.54 11.26
1683890062430563 0.00 0.00 0.00 0.00 13.23 6.49 14.51 -3.45 -32.05 -2.99 -30.75 10.96
1683890062517107 0.00 0.00 0.00 0.00 14.50 -1.04 14.76 -2.44 2.97 -24.76 -28.00 6.17
1683890062546290 0.00 0.00 0.00 0.00 12.00 -2.29 14.50 -1.56 -8.50 -34.64 -26.74 0.76
1683890062579598 0.00 0.00 0.00 0.00 10.75 -1.03 14.38 -0.55 7.62 -26.60 -22.48 -4.58
1683890062635578 0.00 0.00 0.00 0.00 12.00 0.23 14.37 0.71 2.28 -18.05 -19.18 -9.23
1683890062691814 0.00 0.00 0.00 0.00 19.53 -4.84 14.75 -0.42 0.06 -22.47 -17.14 -13.57
1683890062720071 0.00 0.00 0.00 0.00 10.78 -13.66 14.13 -0.67 -13.47 40.12 -15.11 -8.17
1683890062774214 0.00 0.00 0.00 0.00 7.02 -21.25 13.01 -3.57 11.58 4.65 -10.03 -10.27
1683890062826097 0.00 0.00 0.00 0.00 4.50 -43.39 12.01 -7.93 21.61 55.89 -3.75 -2.93
1683890062895868 0.00 0.00 0.00 0.00 0.85 -57.57 10.52 -13.83 14.33 62.55 0.64 3.37
1683890062930010 0.00 0.00 0.00 0.00 2.08 -61.50 9.40 -20.63 43.72 173.25 8.22 20.99
1683890062963683 0.00 0.00 0.00 0.00 4.46 -73.54 8.40 -27.88 33.14 202.10 11.24 43.68
1683890063026534 0.00 0.00 0.00 0.00 4.46 -73.54 7.64 -35.01 15.98 115.41 13.69 58.69
1683890063094736 0.00 0.00 0.00 0.00 4.45 -77.26 7.01 -42.63 11.06 104.52 14.03 71.80
1683890063109815 0.00 0.00 0.00 0.00 4.45 -77.26 6.26 -50.38 41.87 506.84 17.99 124.29
1683890063691260 0.00 0.00 0.00 0.00 5.70 -58.58 4.88 -55.75 15.23 156.41 19.51 142.17
1683890063749255 0.00 0.00 0.00 0.00 9.48 -45.69 4.75 -58.96 23.86 92.72 23.24 147.43
1683890063806277 0.00 0.00 0.00 0.00 10.78 -34.99 5.12 -60.33 2.28 56.19 22.31 152.59
1683890063849023 0.00 0.00 0.00 0.00 10.79 -23.78 5.75 -58.37 -8.80 32.16 19.27 150.22
1683890063907936 0.00 0.00 0.00 0.00 9.53 -16.19 6.62 -54.23 -10.68 -33.30 16.77 140.63
1683890063939411 0.00 0.00 0.00 0.00 4.51 -11.12 6.86 -49.19 -27.66 -131.87 9.63 110.12
1683890063993149 0.00 0.00 0.00 0.00 5.75 5.25 6.99 -41.31 -4.51 -93.79 5.86 80.53
1683890064057183 0.00 0.00 0.00 0.00 3.26 11.49 6.87 -32.81 -2.01 -123.09 4.06 56.68
1683890064107793 0.00 0.00 0.00 0.00 -0.47 17.71 6.38 -23.31 2.38 -168.11 3.20 29.42
1683890064148187 0.00 0.00 0.00 0.00 2.02 22.69 6.13 -13.32 12.20 -235.25 0.23 -44.79
1683890064186944 0.00 0.00 0.00 0.00 -0.48 36.41 5.52 -3.82 6.29 -258.06 -0.66 -86.24
1683890064235095 0.00 0.00 0.00 0.00 -1.74 43.95 4.39 5.14 12.86 -197.42 -1.77 -115.25
1683890064285650 0.00 0.00 0.00 0.00 -5.54 57.87 2.76 14.43 22.21 -177.42 0.23 -138.62
1683890064331760 0.00 0.00 0.00 0.00 -8.05 70.44 0.88 23.85 35.41 -201.53 4.65 -161.98
1683890064382108 0.00 0.00 0.00 0.00 -10.43 83.66 -1.12 33.84 37.45 -187.28 9.46 -177.38
1683890064426612 0.00 0.00 0.00 0.00 -6.60 90.46 -2.23 43.99 44.86 -224.47 16.71 -186.64
1683890064479141 0.00 0.00 0.00 0.00 -4.13 90.50 -3.22 52.52 21.15 -193.48 19.28 -196.61
