#Task Selector: 4
#PID Parameters: kp: 0.05, kd: 0.00, ki: 0.00
#n_pos: 5
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 64.27 -83.73 12.85 -16.75 0.00 0.00 0.00 0.00
1683891053840326 0.00 0.00 0.00 0.00 62.43 -84.72 25.34 -33.69 -248.68 323.96 -49.74 64.79
1683891053899184 0.00 0.00 0.00 0.00 7.02 -18.72 26.75 -37.43 -212.23 287.99 -92.18 122.39
1683891054016718 0.00 0.00 0.00 0.00 9.54 -25.04 28.65 -42.44 -11.95 31.87 -94.57 128.76
1683891054068674 0.00 0.00 0.00 0.00 10.79 -25.04 30.81 -47.45 -36.74 96.48 -101.92 148.06
1683891054085227 0.00 0.00 0.00 0.00 10.79 -21.26 20.11 -34.96 -130.77 303.42 -128.08 208.74
1683891054132492 0.00 0.00 0.00 0.00 9.53 -19.99 9.53 -22.01 226.54 -264.62 -33.03 91.03
1683891054200230 0.00 0.00 0.00 0.00 12.04 -14.93 10.54 -21.25 156.26 -191.20 40.67 -4.81
1683891054216413 0.00 0.00 0.00 0.00 9.53 -14.92 10.54 -19.23 -62.09 -46.96 30.64 -20.58
1683891054231794 0.00 0.00 0.00 0.00 8.27 -13.65 10.03 -16.95 0.13 -131.78 38.02 -66.23
1683891054344392 0.00 0.00 0.00 0.00 7.02 -13.65 9.28 -15.43 4.48 -20.23 65.07 -130.96
1683891054380824 0.00 0.00 0.00 0.00 8.26 -6.06 9.02 -12.64 20.74 -41.78 23.91 -86.39
1683891054426056 0.00 0.00 0.00 0.00 4.51 -13.65 7.52 -12.39 5.64 -61.62 -6.22 -60.48
1683891054445231 0.00 0.00 0.00 0.00 2.00 -14.92 6.01 -12.39 78.72 -13.35 21.94 -53.75
1683891054483148 0.00 0.00 0.00 0.00 3.26 -7.32 5.01 -11.12 39.73 -0.02 29.86 -27.40
1683891054560213 0.00 0.00 0.00 0.00 2.00 -8.59 4.00 -10.11 13.02 -16.43 31.57 -26.64
1683891054590162 0.00 0.00 0.00 0.00 2.00 -6.06 2.75 -10.11 33.54 -33.89 34.13 -25.06
1683891054632186 0.00 0.00 0.00 0.00 4.51 -6.06 2.75 -8.59 29.78 -0.01 38.96 -12.74
1683891054703332 0.00 0.00 0.00 0.00 4.51 -4.80 3.25 -6.57 0.00 -21.35 23.21 -14.34
1683891054792245 0.00 0.00 0.00 0.00 7.00 -3.54 4.00 -5.81 -5.64 -22.78 14.14 -18.89
1683891054819104 0.00 0.00 0.00 0.00 8.25 -3.54 5.26 -4.80 -28.07 -28.32 5.92 -21.27
1683891054834490 0.00 0.00 0.00 0.00 13.26 -3.55 7.51 -4.30 -81.42 -65.72 -17.07 -27.64
1683891054863431 0.00 0.00 0.00 0.00 14.50 0.22 9.50 -3.04 -77.86 -17.35 -38.60 -31.10
1683891054924143 0.00 0.00 0.00 0.00 16.99 2.72 12.00 -1.54 -32.93 -20.69 -45.19 -30.97
1683891054960435 0.00 0.00 0.00 0.00 23.25 5.21 15.25 0.21 -68.91 -41.50 -57.84 -34.72
1683891055043836 0.00 0.00 0.00 0.00 25.77 5.19 18.75 1.96 -38.98 -20.98 -60.02 -33.25
