#Task Selector: 4
#PID Parameters: kp: 0.05, kd: 0.02, ki: 0.00
#n_pos: 5
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 8.27 -13.65 1.65 -2.73 0.00 0.00 0.00 0.00
1683891233212246 0.00 0.00 0.00 0.00 7.01 -12.38 3.06 -5.21 -23.24 38.38 -4.65 7.68
1683891233238097 0.00 0.00 0.00 0.00 5.76 -8.59 4.21 -6.92 -54.33 95.92 -15.51 26.86
1683891233289783 0.00 0.00 0.00 0.00 4.51 -7.32 5.11 -8.39 -22.30 33.25 -19.97 33.51
1683891233343596 0.00 0.00 0.00 0.00 2.00 -9.85 5.51 -10.36 -16.76 27.24 -23.33 38.96
1683891233405430 0.00 0.00 0.00 0.00 4.51 -9.85 4.76 -9.60 -6.48 31.89 -24.62 45.34
1683891233446552 0.00 0.00 0.00 0.00 2.00 -13.65 3.75 -9.85 18.33 -18.52 -16.31 33.96
1683891233489581 0.00 0.00 0.00 0.00 2.00 -8.59 3.00 -9.85 23.38 5.90 -0.77 15.95
1683891233541974 0.00 0.00 0.00 0.00 2.00 -8.59 2.50 -10.11 14.35 0.00 6.56 9.30
1683891233595991 0.00 0.00 0.00 0.00 5.76 -8.59 3.25 -9.85 9.28 4.69 11.77 4.79
1683891233630680 0.00 0.00 0.00 0.00 7.01 -8.59 3.75 -9.60 -21.68 -7.30 8.73 -3.05
1683891233689107 0.00 0.00 0.00 0.00 9.51 -6.06 5.26 -8.08 -8.57 -4.33 3.35 -0.21
1683891233730032 0.00 0.00 0.00 0.00 13.28 -12.40 7.51 -8.84 -36.76 -37.14 -8.68 -8.82
1683891233799921 0.00 0.00 0.00 0.00 14.51 -2.30 10.01 -7.59 -32.31 10.91 -18.01 -6.63
1683891233823119 0.00 0.00 0.00 0.00 18.25 0.21 12.51 -5.83 -108.09 -54.38 -41.48 -18.45
1683891233871227 0.00 0.00 0.00 0.00 20.75 2.71 15.26 -3.57 -51.98 -36.57 -47.54 -24.30
1683891233922757 0.00 0.00 0.00 0.00 20.76 1.45 17.51 -2.07 -53.37 -43.86 -56.50 -32.21
1683891233971105 0.00 0.00 0.00 0.00 25.77 5.19 20.01 1.45 -46.55 -31.11 -58.46 -31.00
1683891234020540 0.00 0.00 0.00 0.00 29.55 5.18 23.02 2.95 -50.53 -71.20 -62.11 -47.42
1683891234073192 0.00 0.00 0.00 0.00 33.35 2.65 26.04 3.44 -57.19 -28.41 -51.92 -42.23
1683891234118596 0.00 0.00 0.00 0.00 33.35 2.65 28.55 3.42 -66.78 -10.80 -54.88 -37.08
1683891234196233 0.00 0.00 0.00 0.00 35.88 2.64 31.58 3.66 -32.47 0.15 -50.70 -28.28
1683891234246562 0.00 0.00 0.00 0.00 35.88 1.38 33.60 2.90 -60.13 -4.71 -53.42 -23.00
1683891234280546 0.00 0.00 0.00 0.00 37.16 -1.14 35.12 1.63 -59.57 22.47 -55.23 -4.26
1683891234327437 0.00 0.00 0.00 0.00 39.69 -2.41 36.39 0.62 -32.47 26.98 -50.28 6.82
1683891234383864 0.00 0.00 0.00 0.00 38.43 -4.93 37.41 -0.89 -22.48 17.94 -41.42 12.57
1683891234411190 0.00 0.00 0.00 0.00 37.18 -7.44 37.67 -2.91 -37.25 55.49 -42.38 23.63
1683891234467699 0.00 0.00 0.00 0.00 37.19 -12.47 37.93 -5.68 -4.61 35.69 -31.28 31.71
1683891234510333 0.00 0.00 0.00 0.00 34.67 -14.99 37.43 -8.45 -6.12 65.04 -20.58 40.23
1683891234555357 0.00 0.00 0.00 0.00 34.67 -14.99 36.43 -10.96 11.05 61.54 -11.88 47.14
1683891234652369 0.00 0.00 0.00 0.00 32.16 -16.24 35.17 -13.23 10.34 25.93 -5.32 48.74
1683891234677147 0.00 0.00 0.00 0.00 30.90 -18.76 33.92 -15.49 80.18 144.63 18.17 66.57
1683891234717131 0.00 0.00 0.00 0.00 29.64 -21.27 32.41 -17.25 31.47 56.73 25.39 70.77
1683891234767931 0.00 0.00 0.00 0.00 24.62 -18.75 30.40 -18.00 29.72 34.65 32.55 64.70
1683891234811335 0.00 0.00 0.00 0.00 22.10 -21.27 27.88 -19.26 46.37 17.36 39.62 55.86
1683891234867899 0.00 0.00 0.00 0.00 20.85 -21.27 25.62 -20.26 47.32 23.65 47.01 55.40
1683891234897330 0.00 0.00 0.00 0.00 19.59 -20.01 23.36 -20.51 76.94 34.17 46.36 33.31
1683891234960603 0.00 0.00 0.00 0.00 18.33 -18.74 21.10 -20.01 35.78 3.95 47.22 22.76
1683891235029811 0.00 0.00 0.00 0.00 17.07 -18.74 19.59 -20.00 32.72 -7.31 47.82 14.37
1683891235045058 0.00 0.00 0.00 0.00 18.32 -14.94 18.83 -18.74 99.19 -0.21 58.39 10.85
1683891235098673 0.00 0.00 0.00 0.00 14.55 -14.93 17.57 -17.47 14.13 -23.61 51.75 1.40
1683891235157367 0.00 0.00 0.00 0.00 15.77 -6.08 16.81 -14.69 21.48 -21.61 40.66 -9.76
1683891235194265 0.00 0.00 0.00 0.00 17.02 -4.83 16.55 -11.90 20.70 -75.54 37.65 -25.65
1683891235234658 0.00 0.00 0.00 0.00 17.01 -1.05 16.53 -8.37 6.47 -68.95 32.40 -37.98
1683891235296365 0.00 0.00 0.00 0.00 18.25 1.46 16.52 -5.09 0.21 -57.36 12.60 -49.41
1683891235334870 0.00 0.00 0.00 0.00 19.50 2.71 17.51 -1.56 0.35 -85.29 9.84 -61.75
1683891235383332 0.00 0.00 0.00 0.00 23.26 3.95 19.01 0.45 -20.45 -72.87 1.46 -72.00
1683891235434340 0.00 0.00 0.00 0.00 21.98 8.97 20.00 3.21 -29.37 -39.36 -8.56 -64.77
1683891235543698 0.00 0.00 0.00 0.00 25.76 7.70 21.75 4.96 -9.08 -25.23 -11.67 -56.02
