#Task Selector: 5
#PID Parameters: kp: 0.05, kd: 0.04, ki: 0.02
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684258353403344 0.00 0.00 0.00 0.00 -0.48 2.74 -0.06 0.34 0.00 0.00 0.00 0.00
1684258353403345 0.00 0.00 0.00 0.00 -0.48 2.74 -0.12 0.69 3.69 -20.88 0.46 -2.61
1684258353421016 0.00 0.00 0.00 0.00 -0.49 1.49 -0.18 0.87 3.43 -19.40 0.89 -5.03
1684258353435840 0.00 0.00 0.00 0.00 -0.49 1.49 -0.24 1.06 4.10 -12.54 1.40 -6.60
1684258353453338 0.00 0.00 0.00 0.00 0.76 1.49 -0.15 1.24 3.47 -10.63 1.84 -7.93
1684258353469340 0.00 0.00 0.00 0.00 0.76 1.49 -0.05 1.43 -5.95 -11.63 1.09 -9.39
1684258353484023 0.00 0.00 0.00 0.00 0.76 1.49 0.04 1.62 -6.49 -12.68 0.28 -10.97
1684258353500333 0.00 0.00 0.00 0.00 0.76 1.49 0.14 1.80 -5.84 -11.41 -0.45 -12.40
1684258353516554 0.00 0.00 0.00 0.00 2.01 1.49 0.45 1.65 -5.87 -11.48 -1.18 -13.83
1684258353533396 0.00 0.00 0.00 0.00 3.26 0.24 0.92 1.33 -18.51 9.29 -3.96 -10.06
1684258353548931 0.00 0.00 0.00 0.00 2.01 1.49 1.23 1.33 -30.10 20.17 -8.15 -5.11
1684258353565000 0.00 0.00 0.00 0.00 3.26 0.24 1.70 1.18 -19.41 -0.02 -11.09 -3.55
1684258353581789 0.00 0.00 0.00 0.00 2.01 0.23 1.85 1.02 -27.87 9.32 -15.01 -1.05
1684258353598126 0.00 0.00 0.00 0.00 4.50 1.49 2.32 1.02 -9.54 9.60 -15.45 1.60
1684258353614110 0.00 0.00 0.00 0.00 5.75 -1.02 2.95 0.71 -29.27 -0.01 -18.30 3.18
1684258353630352 0.00 0.00 0.00 0.00 4.50 0.24 3.41 0.55 -38.42 19.32 -22.37 7.02
1684258353646539 0.00 0.00 0.00 0.00 7.00 -1.02 4.04 0.23 -28.90 9.68 -25.25 9.67
1684258353663557 0.00 0.00 0.00 0.00 7.00 -1.02 4.51 0.08 -36.67 18.45 -27.52 10.81
1684258353678975 0.00 0.00 0.00 0.00 7.00 -2.28 5.13 -0.39 -30.36 10.20 -27.56 9.57
1684258353696333 0.00 0.00 0.00 0.00 9.50 -1.03 5.91 -0.55 -35.96 27.15 -29.62 12.96
1684258353711432 0.00 0.00 0.00 0.00 9.50 -1.03 6.85 -0.71 -51.69 10.44 -32.60 13.10
1684258353728282 0.00 0.00 0.00 0.00 10.75 -2.29 7.63 -1.18 -55.57 9.35 -38.36 13.07
1684258353744019 0.00 0.00 0.00 0.00 13.25 -2.29 8.56 -1.34 -49.63 30.00 -40.90 16.83
1684258353760898 0.00 0.00 0.00 0.00 13.26 -3.55 9.66 -1.81 -55.55 9.42 -43.04 15.59
1684258353776429 0.00 0.00 0.00 0.00 13.26 -3.55 10.44 -2.13 -70.45 30.48 -48.23 18.19
1684258353792705 0.00 0.00 0.00 0.00 15.76 -3.56 11.54 -2.45 -48.04 19.43 -49.66 18.31
1684258353809297 0.00 0.00 0.00 0.00 15.76 -3.56 12.63 -2.61 -66.00 19.12 -54.11 19.42
1684258353826860 0.00 0.00 0.00 0.00 17.02 -4.83 13.57 -3.08 -62.34 9.11 -57.41 17.17
1684258353841957 0.00 0.00 0.00 0.00 18.28 -4.83 14.67 -3.56 -62.27 31.47 -58.73 19.80
1684258353858817 0.00 0.00 0.00 0.00 20.79 -4.84 15.92 -3.88 -65.06 28.22 -59.92 22.16
1684258353876182 0.00 0.00 0.00 0.00 22.05 -6.11 17.02 -4.35 -72.23 18.40 -62.74 20.71
1684258353892006 0.00 0.00 0.00 0.00 22.05 -6.11 18.12 -4.67 -69.48 30.16 -64.49 23.30
1684258353906977 0.00 0.00 0.00 0.00 22.04 -4.85 19.22 -4.84 -73.41 21.36 -64.86 22.16
1684258353923355 0.00 0.00 0.00 0.00 25.83 -6.13 20.48 -5.16 -67.06 9.90 -67.23 20.97
1684258353939486 0.00 0.00 0.00 0.00 23.31 -7.38 21.42 -5.64 -77.98 19.91 -68.73 21.07
1684258353956334 0.00 0.00 0.00 0.00 23.31 -6.12 22.21 -5.80 -56.03 28.33 -67.94 23.47
1684258353971882 0.00 0.00 0.00 0.00 23.31 -6.12 22.84 -5.96 -50.54 10.38 -66.47 20.83
1684258353990111 0.00 0.00 0.00 0.00 23.31 -6.12 23.15 -6.12 -34.51 8.82 -62.65 18.41
1684258354003272 0.00 0.00 0.00 0.00 24.57 -7.39 23.47 -6.28 -23.94 12.10 -56.62 17.62
1684258354020027 0.00 0.00 0.00 0.00 24.57 -6.12 23.78 -6.28 -18.82 9.51 -50.29 15.04
1684258354035597 0.00 0.00 0.00 0.00 23.31 -7.38 23.94 -6.59 -20.20 0.10 -43.63 12.38
1684258354051916 0.00 0.00 0.00 0.00 25.83 -6.13 23.94 -6.59 -9.73 19.38 -36.47 13.57
1684258354070455 0.00 0.00 0.00 0.00 27.09 -7.40 24.41 -6.60 0.00 0.00 -26.72 11.08
