#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.02
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684259304857839 0.00 0.00 0.00 0.00 6.99 9.00 0.87 1.12 0.00 0.00 0.00 0.00
1684259304857840 0.00 0.00 0.00 0.00 8.24 8.99 1.90 2.25 -53.35 -68.62 -6.67 -8.58
1684259304874547 0.00 0.00 0.00 0.00 9.49 8.99 3.09 3.37 -61.65 -67.30 -14.38 -16.99
1684259304901077 0.00 0.00 0.00 0.00 6.99 9.00 3.96 4.50 -44.69 -42.38 -19.96 -22.29
1684259304913356 0.00 0.00 0.00 0.00 8.24 8.99 4.99 5.62 -71.20 -91.59 -28.86 -33.74
1684259304926761 0.00 0.00 0.00 0.00 9.49 7.75 6.18 6.59 -76.83 -83.88 -38.47 -44.22
1684259304938957 0.00 0.00 0.00 0.00 6.99 9.00 7.05 7.71 -97.24 -79.39 -50.62 -54.14
1684259304957785 0.00 0.00 0.00 0.00 6.99 9.00 7.93 8.84 -46.44 -59.73 -56.43 -61.61
1684259304971194 0.00 0.00 0.00 0.00 6.99 9.00 7.93 8.84 -65.20 -83.87 -64.58 -72.09
1684259304987648 0.00 0.00 0.00 0.00 6.99 11.49 7.77 9.15 -0.00 0.00 -57.91 -63.51
1684259305004779 0.00 0.00 0.00 0.00 6.99 9.00 7.46 9.15 9.10 -18.21 -49.06 -57.38
1684259305019634 0.00 0.00 0.00 0.00 6.99 9.00 7.46 9.15 20.96 -0.02 -40.86 -52.08
1684259305034817 0.00 0.00 0.00 0.00 5.75 7.75 7.15 9.00 0.00 0.00 -31.96 -40.64
1684259305051955 0.00 0.00 0.00 0.00 5.75 7.75 6.68 9.00 18.16 9.09 -20.08 -29.01
1684259305068227 0.00 0.00 0.00 0.00 6.99 7.75 6.68 8.84 28.71 -0.02 -4.34 -19.09
1684259305084692 0.00 0.00 0.00 0.00 5.75 7.75 6.53 8.68 -0.01 9.48 1.47 -10.44
1684259305100521 0.00 0.00 0.00 0.00 7.00 -1.02 6.53 7.43 9.83 9.85 10.85 1.27
1684259305116446 0.00 0.00 0.00 0.00 5.75 6.50 6.37 6.81 -0.06 78.64 10.84 11.10
1684259305134560 0.00 0.00 0.00 0.00 7.00 6.50 6.37 6.50 8.58 34.44 10.77 17.68
1684259305150532 0.00 0.00 0.00 0.00 4.50 6.50 6.06 6.18 -0.01 19.55 8.15 20.13
1684259305165566 0.00 0.00 0.00 0.00 5.75 5.25 6.06 5.87 20.70 20.76 10.74 22.72
1684259305181894 0.00 0.00 0.00 0.00 5.75 4.00 6.06 5.40 -0.01 19.14 8.47 23.98
1684259305199563 0.00 0.00 0.00 0.00 5.75 2.74 5.91 4.78 -0.01 26.54 4.88 27.30
1684259305215026 0.00 0.00 0.00 0.00 7.00 2.74 6.06 4.15 10.05 40.45 6.13 31.17
1684259305231080 0.00 0.00 0.00 0.00 7.00 2.74 6.06 4.62 -9.73 38.97 3.69 34.81
1684259305246668 0.00 0.00 0.00 0.00 8.25 1.49 6.37 4.00 0.03 -30.20 3.70 21.21
1684259305263244 0.00 0.00 0.00 0.00 7.00 1.49 6.38 3.37 -18.84 37.79 0.27 21.62
1684259305278878 0.00 0.00 0.00 0.00 7.00 0.23 6.69 2.59 -0.03 40.05 0.27 24.19
1684259305295153 0.00 0.00 0.00 0.00 9.50 0.23 7.16 1.96 -19.18 48.12 -4.71 27.61
1684259305313268 0.00 0.00 0.00 0.00 8.25 -1.02 7.47 1.33 -25.86 34.62 -7.95 29.54
1684259305327504 0.00 0.00 0.00 0.00 9.50 -1.03 7.94 0.86 -21.95 44.08 -10.69 31.73
1684259305343910 0.00 0.00 0.00 0.00 12.00 -1.03 8.56 0.39 -28.56 28.72 -15.52 30.27
1684259305360412 0.00 0.00 0.00 0.00 13.25 -2.29 9.34 -0.24 -37.88 28.59 -19.03 28.97
1684259305376933 0.00 0.00 0.00 0.00 14.50 -1.04 10.13 -0.56 -47.33 38.10 -24.95 37.51
1684259305394354 0.00 0.00 0.00 0.00 14.51 -3.56 11.06 -1.19 -44.87 18.13 -28.21 35.05
1684259305408608 0.00 0.00 0.00 0.00 17.01 -2.31 12.32 -1.51 -65.86 44.25 -36.44 35.58
1684259305425639 0.00 0.00 0.00 0.00 15.76 -2.30 13.10 -1.82 -73.47 18.64 -43.22 31.89
1684259305441046 0.00 0.00 0.00 0.00 18.27 -3.57 14.35 -2.14 -50.79 20.54 -46.34 30.13
