#Task Selector: 5
#PID Parameters: kp: 0.06, kd: 0.04, ki: 0.03
#n_pos: 8
#n_vel: 8
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1684257823575039 0.00 0.00 0.00 0.00 4.50 1.49 0.56 0.19 0.00 0.00 0.00 0.00
1684257823575040 0.00 0.00 0.00 0.00 4.50 1.49 1.13 0.37 -34.84 -11.53 -4.35 -1.44
1684257823591723 0.00 0.00 0.00 0.00 3.26 2.74 1.53 0.72 -33.75 -11.17 -8.57 -2.84
1684257823607247 0.00 0.00 0.00 0.00 2.01 2.74 1.78 1.06 -26.23 -22.10 -11.85 -5.60
1684257823631695 0.00 0.00 0.00 0.00 3.26 2.74 2.19 1.40 -10.28 -14.03 -13.14 -7.35
1684257823644214 0.00 0.00 0.00 0.00 2.01 2.74 2.44 1.74 -32.53 -27.40 -17.20 -10.78
1684257823659396 0.00 0.00 0.00 0.00 2.01 1.49 2.69 1.93 -16.55 -22.59 -19.27 -13.60
1684257823672834 0.00 0.00 0.00 0.00 2.01 2.74 2.95 2.27 -18.69 -13.86 -21.61 -15.34
1684257823689610 0.00 0.00 0.00 0.00 0.76 2.74 2.48 2.43 -14.98 -20.45 -23.48 -17.89
1684257823705106 0.00 0.00 0.00 0.00 0.76 2.74 2.01 2.59 30.18 -10.10 -15.35 -17.71
1684257823721797 0.00 0.00 0.00 0.00 2.01 4.00 1.85 2.74 28.02 -9.38 -7.63 -17.49
1684257823738143 0.00 0.00 0.00 0.00 -0.48 2.74 1.54 2.74 9.53 -9.58 -3.16 -15.92
1684257823754634 0.00 0.00 0.00 0.00 2.01 2.74 1.39 2.74 18.91 0.02 0.49 -14.17
1684257823770697 0.00 0.00 0.00 0.00 2.01 4.00 1.39 2.90 9.70 0.00 5.76 -10.74
1684257823786748 0.00 0.00 0.00 0.00 2.01 4.00 1.39 3.21 -0.01 -9.76 7.83 -9.14
1684257823802663 0.00 0.00 0.00 0.00 2.01 4.00 1.39 3.37 -0.01 -19.69 10.17 -9.87
1684257823819312 0.00 0.00 0.00 0.00 0.76 4.00 1.39 3.53 -0.01 -9.41 12.04 -8.49
1684257823836580 0.00 0.00 0.00 0.00 0.76 2.74 1.39 3.53 -0.01 -9.07 8.27 -8.36
1684257823851813 0.00 0.00 0.00 0.00 2.01 4.00 1.39 3.53 0.00 0.00 4.76 -7.18
1684257823870063 0.00 0.00 0.00 0.00 4.50 4.00 2.01 3.68 0.00 0.00 3.57 -5.99
1684257823883831 0.00 0.00 0.00 0.00 3.26 4.00 2.17 3.84 -45.29 -11.40 -4.45 -7.41
1684257823900852 0.00 0.00 0.00 0.00 4.50 4.00 2.48 3.84 -9.16 -9.20 -6.81 -8.57
1684257823916562 0.00 0.00 0.00 0.00 7.00 4.00 3.10 3.84 -19.84 -0.00 -9.29 -7.35
1684257823933024 0.00 0.00 0.00 0.00 5.75 4.00 3.57 3.84 -37.86 0.01 -14.02 -4.88
1684257823950232 0.00 0.00 0.00 0.00 7.00 4.00 4.35 3.84 -27.17 -0.00 -17.42 -3.71
1684257823966509 0.00 0.00 0.00 0.00 7.00 4.00 5.13 4.00 -47.87 -0.00 -23.40 -2.58
1684257823981379 0.00 0.00 0.00 0.00 7.00 4.00 5.75 4.00 -52.41 -10.53 -29.95 -3.89
1684257823998555 0.00 0.00 0.00 0.00 8.25 2.74 6.22 3.84 -36.29 0.01 -34.49 -3.89
1684257824012966 0.00 0.00 0.00 0.00 11.99 2.74 7.31 3.68 -32.46 10.89 -32.88 -1.11
1684257824030281 0.00 0.00 0.00 0.00 11.99 3.99 8.25 3.68 -63.05 9.11 -39.62 1.18
1684257824046524 0.00 0.00 0.00 0.00 13.24 2.73 9.03 3.52 -57.59 0.07 -44.34 1.19
1684257824061899 0.00 0.00 0.00 0.00 15.74 2.73 10.27 3.36 -50.75 10.27 -45.95 2.48
1684257824078398 0.00 0.00 0.00 0.00 15.74 2.73 11.37 3.21 -75.69 9.64 -52.01 3.68
1684257824095409 0.00 0.00 0.00 0.00 16.99 2.72 12.62 3.05 -64.24 9.34 -54.06 4.85
1684257824111299 0.00 0.00 0.00 0.00 19.50 1.46 14.18 2.73 -78.62 10.03 -57.34 7.42
1684257824127494 0.00 0.00 0.00 0.00 19.50 1.46 15.59 2.57 -96.52 19.60 -64.87 9.87
1684257824143443 0.00 0.00 0.00 0.00 23.26 2.70 17.00 2.56 -88.23 10.08 -71.84 9.77
1684257824159427 0.00 0.00 0.00 0.00 22.01 1.45 18.25 2.24 -88.16 0.31 -74.98 8.67
1684257824179406 0.00 0.00 0.00 0.00 22.01 1.45 19.35 2.08 -62.73 15.91 -75.62 10.65
1684257824191911 0.00 0.00 0.00 0.00 23.27 1.44 20.29 1.92 -87.70 12.87 -80.24 10.97
1684257824208010 0.00 0.00 0.00 0.00 23.28 0.18 21.23 1.61 -58.46 9.98 -78.08 11.02
1684257824224340 0.00 0.00 0.00 0.00 25.79 1.43 22.33 1.44 -57.68 19.46 -77.26 12.28
1684257824243817 0.00 0.00 0.00 0.00 25.79 1.43 23.11 1.44 -56.44 8.30 -74.49 12.06
1684257824256745 0.00 0.00 0.00 0.00 25.78 2.68 23.90 1.59 -60.75 0.28 -70.02 9.65
1684257824274504 0.00 0.00 0.00 0.00 25.79 1.43 24.21 1.43 -44.18 -8.64 -64.51 7.31
1684257824291323 0.00 0.00 0.00 0.00 27.05 1.42 24.84 1.43 -18.74 9.43 -55.84 8.45
1684257824305550 0.00 0.00 0.00 0.00 27.05 1.42 25.47 1.43 -44.22 0.21 -53.52 6.49
1684257824325283 0.00 0.00 0.00 0.00 28.30 2.67 26.10 1.58 -31.88 0.15 -46.54 4.90
1684257824337494 0.00 0.00 0.00 0.00 29.56 2.67 26.89 1.89 -51.49 -12.62 -45.67 2.07
1684257824354030 0.00 0.00 0.00 0.00 28.31 1.41 27.20 1.89 -47.51 -18.77 -44.40 -2.71
1684257824371065 0.00 0.00 0.00 0.00 28.30 2.67 27.52 2.05 -18.49 0.09 -39.66 -3.73
1684257824386587 0.00 0.00 0.00 0.00 30.82 2.66 28.15 2.04 -20.24 -10.02 -34.59 -5.02
1684257824403526 0.00 0.00 0.00 0.00 28.31 1.41 28.46 2.04 -37.22 0.18 -33.72 -3.92
1684257824418979 0.00 0.00 0.00 0.00 28.31 1.41 28.62 2.04 -20.38 0.10 -33.93 -5.08
1684257824435328 0.00 0.00 0.00 0.00 29.57 0.15 28.93 1.88 -9.64 0.05 -29.61 -5.10
1684257824451821 0.00 0.00 0.00 0.00 28.31 0.16 28.94 1.57 -19.16 9.63 -28.02 -3.92
1684257824468606 0.00 0.00 0.00 0.00 28.31 0.16 28.78 1.26 -0.09 18.73 -21.59 -0.00
1684257824484962 0.00 0.00 0.00 0.00 28.32 -1.10 28.78 0.94 9.54 19.17 -14.46 4.74
1684257824500772 0.00 0.00 0.00 0.00 28.32 -1.10 28.78 0.47 -0.10 19.90 -12.16 7.22
1684257824517708 0.00 0.00 0.00 0.00 29.58 -1.11 28.63 -0.00 -0.14 27.85 -9.65 11.95
1684257824532932 0.00 0.00 0.00 0.00 29.57 0.15 28.79 -0.16 10.21 30.94 -3.72 15.80
1684257824549553 0.00 0.00 0.00 0.00 29.59 -2.37 28.95 -0.63 -9.53 9.51 -2.37 16.97
1684257824567211 0.00 0.00 0.00 0.00 28.33 -2.36 28.79 -0.95 -9.07 26.78 -2.29 20.31
1684257824584105 0.00 0.00 0.00 0.00 28.34 -4.88 28.79 -1.58 9.23 18.58 1.26 21.43
1684257824600116 0.00 0.00 0.00 0.00 28.33 -3.62 28.80 -2.05 -0.21 39.34 1.24 24.01
1684257824614459 0.00 0.00 0.00 0.00 29.60 -4.89 28.96 -2.52 -0.17 32.93 0.03 25.73
1684257824630839 0.00 0.00 0.00 0.00 30.86 -4.89 29.27 -3.00 -9.78 28.90 -1.18 26.85
1684257824656256 0.00 0.00 0.00 0.00 32.12 -4.90 29.59 -3.47 -12.50 18.65 -2.73 25.70
1684257824669388 0.00 0.00 0.00 0.00 29.61 -6.15 29.60 -4.26 -24.21 36.10 -7.03 26.35
1684257824681427 0.00 0.00 0.00 0.00 29.61 -7.41 29.60 -4.89 -0.34 65.41 -5.88 33.34
1684257824698733 0.00 0.00 0.00 0.00 29.61 -6.15 29.76 -5.36 -0.19 36.43 -4.77 34.54
1684257824711626 0.00 0.00 0.00 0.00 29.61 -7.41 29.92 -5.68 -12.42 36.73 -7.48 36.81
1684257824729231 0.00 0.00 0.00 0.00 29.61 -7.41 30.08 -6.15 -9.04 17.96 -8.58 34.14
1684257824744071 0.00 0.00 0.00 0.00 29.61 -7.41 30.08 -6.47 -10.78 31.92 -9.91 34.01
1684257824763123 0.00 0.00 0.00 0.00 29.61 -7.41 29.92 -6.78 -0.08 16.55 -8.70 32.47
